"TreeID","date","Year"
601,2011-04-09,2011
601,2012-04-20,2012
601,2013-05-06,2013
601,2015-04-20,2015
601,2016-05-04,2016
601,2017-04-07,2017
601,2018-04-21,2018
601,2021-05-17,2021
601,2022-04-20,2022
601,2024-04-10,2024
602,2010-04-19,2010
602,2011-04-07,2011
602,2012-03-28,2012
602,2013-04-30,2013
602,2015-04-18,2015
602,2016-04-17,2016
602,2017-04-07,2017
602,2018-04-21,2018
602,2021-04-16,2021
602,2022-04-04,2022
602,2023-04-18,2023
602,2024-04-10,2024
603,2011-04-07,2011
603,2013-04-30,2013
603,2018-04-21,2018
603,2021-05-17,2021
603,2022-04-20,2022
603,2023-04-18,2023
603,2024-04-10,2024
604,2011-04-07,2011
604,2013-04-28,2013
604,2018-04-21,2018
604,2022-04-07,2022
604,2024-04-10,2024
605,2011-04-09,2011
605,2013-05-02,2013
605,2018-04-21,2018
605,2021-05-17,2021
605,2022-04-04,2022
605,2024-04-10,2024
606,2010-04-23,2010
606,2011-04-11,2011
606,2012-04-18,2012
606,2013-05-02,2013
606,2015-04-22,2015
606,2016-04-26,2016
606,2017-04-13,2017
606,2018-04-21,2018
606,2021-05-17,2021
606,2022-04-28,2022
606,2024-04-10,2024
607,2010-04-23,2010
607,2011-04-15,2011
607,2012-04-20,2012
607,2013-05-06,2013
607,2015-04-26,2015
607,2016-05-04,2016
607,2017-04-11,2017
607,2018-04-21,2018
607,2021-05-17,2021
607,2022-04-28,2022
608,2010-04-23,2010
608,2011-04-11,2011
608,2012-04-26,2012
608,2013-05-06,2013
608,2015-05-04,2015
608,2016-05-04,2016
608,2017-04-18,2017
608,2018-04-21,2018
608,2022-04-28,2022
608,2024-04-10,2024
609,2010-04-23,2010
609,2011-04-19,2011
609,2012-04-28,2012
609,2013-05-06,2013
609,2015-04-26,2015
609,2016-05-07,2016
609,2017-04-13,2017
609,2018-05-16,2018
609,2021-05-26,2021
609,2022-04-28,2022
609,2024-04-10,2024
610,2013-05-04,2013
611,2011-04-04,2011
611,2013-05-01,2013
611,2016-04-24,2016
611,2017-04-13,2017
611,2018-04-21,2018
611,2021-04-26,2021
611,2022-04-04,2022
611,2023-04-17,2023
611,2024-04-25,2024
612,2011-04-14,2011
612,2013-05-03,2013
612,2018-04-12,2018
612,2021-04-30,2021
612,2022-04-07,2022
612,2024-04-25,2024
613,2011-04-12,2011
613,2013-05-07,2013
613,2016-04-24,2016
613,2017-04-15,2017
613,2018-04-21,2018
613,2021-04-26,2021
613,2022-04-20,2022
613,2023-04-25,2023
613,2024-04-25,2024
614,2011-04-12,2011
614,2013-04-29,2013
614,2018-04-21,2018
614,2022-04-20,2022
614,2024-04-25,2024
615,2011-04-12,2011
615,2013-05-03,2013
615,2016-04-24,2016
615,2017-04-15,2017
615,2018-04-21,2018
615,2021-04-26,2021
615,2022-04-20,2022
615,2023-04-25,2023
615,2024-04-25,2024
616,2011-04-12,2011
616,2013-05-07,2013
616,2016-05-02,2016
616,2017-04-18,2017
616,2018-04-21,2018
616,2021-05-24,2021
616,2022-04-20,2022
616,2024-04-25,2024
617,2011-04-08,2011
617,2013-04-25,2013
617,2023-04-17,2023
618,2011-04-14,2011
618,2013-05-09,2013
619,2011-04-14,2011
619,2013-05-05,2013
620,2011-04-14,2011
620,2013-05-07,2013
621,2011-04-14,2011
621,2013-05-09,2013
622,2011-04-08,2011
622,2013-04-27,2013
623,2011-04-12,2011
623,2013-04-27,2013
624,2011-04-10,2011
624,2013-05-01,2013
626,2011-04-10,2011
626,2013-04-29,2013
626,2018-04-21,2018
626,2022-04-04,2022
626,2024-04-10,2024
627,2011-04-06,2011
627,2013-04-25,2013
627,2023-04-25,2023
627,2024-04-10,2024
628,2011-04-08,2011
628,2013-04-25,2013
629,2011-04-10,2011
629,2013-04-25,2013
630,2011-04-10,2011
630,2013-04-25,2013
631,2011-04-09,2011
631,2013-05-14,2013
632,2011-04-08,2011
632,2013-04-25,2013
632,2016-04-24,2016
632,2017-04-13,2017
632,2018-04-21,2018
632,2021-04-20,2021
632,2022-04-11,2022
632,2023-04-17,2023
632,2024-04-25,2024
633,2011-04-06,2011
633,2013-04-25,2013
633,2018-04-21,2018
633,2022-04-11,2022
633,2024-04-25,2024
634,2011-04-08,2011
634,2013-04-27,2013
634,2024-04-25,2024
635,2011-04-04,2011
635,2013-04-25,2013
635,2016-04-24,2016
635,2017-04-13,2017
635,2018-04-12,2018
635,2021-04-26,2021
635,2022-04-04,2022
635,2023-04-17,2023
635,2024-04-10,2024
636,2011-04-08,2011
636,2013-04-27,2013
637,2010-04-29,2010
637,2011-04-12,2011
637,2012-04-08,2012
637,2013-04-25,2013
637,2015-04-17,2015
637,2016-04-18,2016
637,2017-04-10,2017
637,2018-04-21,2018
637,2021-04-26,2021
637,2022-04-25,2022
637,2023-04-25,2023
637,2024-04-25,2024
638,2011-04-12,2011
638,2013-04-27,2013
639,2011-04-12,2011
639,2012-04-08,2012
639,2013-05-07,2013
639,2015-04-23,2015
639,2016-04-18,2016
639,2017-04-11,2017
639,2018-04-21,2018
639,2021-04-30,2021
639,2022-04-22,2022
639,2024-04-25,2024
640,2011-04-06,2011
640,2013-04-25,2013
641,2011-04-08,2011
641,2013-04-27,2013
641,2023-04-25,2023
642,2011-04-16,2011
642,2013-05-07,2013
643,2011-04-08,2011
643,2013-04-25,2013
644,2011-04-14,2011
644,2013-05-01,2013
645,2011-04-18,2011
645,2013-05-07,2013
646,2011-04-14,2011
646,2013-05-03,2013
647,2011-04-08,2011
647,2013-04-27,2013
648,2011-04-08,2011
648,2013-04-25,2013
648,2023-04-17,2023
649,2011-04-08,2011
649,2013-04-29,2013
649,2018-04-21,2018
649,2021-04-26,2021
649,2022-04-20,2022
649,2023-04-25,2023
649,2024-04-10,2024
650,2011-04-12,2011
650,2013-05-07,2013
651,2011-04-12,2011
651,2013-04-25,2013
652,2010-04-23,2010
652,2011-04-10,2011
652,2012-03-30,2012
652,2013-04-27,2013
652,2015-04-19,2015
652,2016-04-13,2016
652,2017-04-10,2017
652,2018-04-21,2018
652,2021-04-26,2021
652,2022-04-20,2022
652,2023-04-17,2023
652,2024-04-10,2024
653,2011-04-14,2011
653,2013-05-01,2013
653,2024-04-10,2024
654,2011-04-10,2011
654,2013-05-07,2013
655,2011-04-14,2011
656,2011-04-08,2011
656,2013-04-27,2013
657,2010-04-19,2010
657,2011-04-06,2011
657,2012-04-06,2012
657,2013-04-25,2013
657,2015-04-17,2015
657,2016-04-13,2016
657,2017-04-10,2017
657,2018-04-21,2018
657,2021-04-20,2021
657,2022-04-11,2022
657,2023-04-17,2023
657,2024-04-10,2024
658,2011-04-12,2011
658,2013-05-01,2013
659,2011-04-10,2011
660,2011-04-08,2011
660,2013-04-25,2013
660,2018-04-21,2018
660,2022-04-11,2022
660,2023-04-17,2023
661,2011-04-12,2011
661,2013-04-25,2013
662,2011-04-12,2011
662,2013-04-27,2013
662,2016-04-24,2016
662,2017-04-13,2017
662,2018-04-21,2018
662,2021-04-26,2021
662,2022-04-20,2022
662,2023-04-17,2023
662,2024-04-10,2024
664,2011-04-08,2011
664,2013-04-27,2013
665,2011-04-06,2011
665,2013-05-01,2013
665,2023-04-25,2023
665,2024-04-10,2024
666,2011-04-12,2011
666,2013-05-07,2013
667,2011-04-10,2011
667,2013-04-27,2013
668,2011-04-12,2011
668,2013-04-27,2013
669,2011-04-10,2011
669,2013-04-27,2013
670,2011-04-12,2011
670,2013-05-07,2013
670,2018-04-21,2018
670,2022-04-20,2022
671,2011-04-18,2011
671,2013-05-13,2013
672,2011-04-10,2011
672,2013-05-03,2013
673,2011-04-08,2011
673,2013-04-25,2013
673,2023-04-17,2023
674,2011-04-14,2011
674,2013-04-25,2013
674,2018-04-21,2018
674,2021-04-26,2021
674,2022-04-11,2022
674,2023-04-17,2023
674,2024-04-25,2024
675,2011-04-10,2011
675,2013-04-27,2013
676,2011-04-12,2011
676,2013-04-27,2013
676,2018-04-21,2018
676,2022-04-22,2022
676,2024-04-09,2024
677,2011-04-18,2011
677,2013-05-07,2013
678,2011-04-20,2011
678,2013-05-15,2013
679,2011-04-12,2011
679,2013-05-01,2013
680,2011-04-10,2011
680,2013-05-11,2013
681,2011-04-04,2011
681,2013-04-27,2013
682,2011-04-16,2011
682,2013-04-25,2013
682,2018-04-21,2018
682,2021-06-07,2021
682,2022-04-25,2022
682,2024-04-09,2024
683,2011-04-08,2011
683,2013-04-27,2013
683,2018-04-21,2018
683,2022-04-11,2022
683,2024-04-09,2024
684,2011-04-06,2011
684,2013-04-25,2013
685,2011-04-08,2011
685,2013-05-01,2013
686,2011-04-16,2011
686,2013-05-01,2013
686,2018-04-21,2018
686,2022-04-22,2022
686,2024-04-09,2024
687,2011-04-08,2011
687,2013-04-27,2013
688,2011-04-10,2011
688,2013-05-07,2013
688,2018-04-21,2018
688,2021-05-24,2021
688,2022-04-07,2022
688,2024-04-10,2024
689,2011-04-08,2011
689,2013-04-25,2013
690,2011-04-10,2011
690,2013-05-03,2013
691,2011-04-12,2011
691,2013-05-05,2013
692,2011-04-12,2011
692,2013-05-03,2013
693,2010-04-29,2010
693,2011-04-12,2011
693,2012-04-30,2012
693,2013-05-07,2013
693,2015-04-17,2015
693,2016-04-13,2016
693,2017-04-15,2017
693,2018-04-21,2018
693,2022-04-20,2022
693,2024-04-10,2024
694,2011-04-10,2011
694,2012-03-30,2012
694,2013-04-25,2013
694,2015-04-14,2015
694,2016-04-13,2016
694,2017-04-10,2017
694,2018-04-21,2018
694,2021-04-20,2021
694,2022-04-11,2022
694,2023-04-17,2023
694,2024-04-25,2024
695,2011-04-06,2011
695,2013-05-01,2013
696,2011-04-12,2011
696,2013-05-13,2013
697,2011-04-06,2011
697,2013-05-01,2013
697,2023-04-25,2023
697,2024-04-25,2024
698,2011-04-18,2011
698,2013-05-07,2013
699,2011-04-08,2011
699,2013-04-27,2013
699,2018-04-12,2018
699,2022-04-07,2022
699,2024-04-25,2024
700,2011-04-16,2011
700,2013-05-07,2013
701,2011-04-12,2011
701,2013-05-03,2013
702,2011-04-08,2011
702,2013-04-27,2013
702,2018-04-21,2018
702,2021-04-26,2021
702,2022-04-20,2022
702,2023-04-25,2023
702,2024-04-10,2024
703,2011-04-14,2011
703,2013-05-09,2013
704,2011-04-12,2011
704,2013-05-03,2013
704,2018-04-21,2018
704,2021-04-30,2021
704,2022-04-20,2022
704,2023-04-25,2023
704,2024-04-10,2024
705,2011-04-07,2011
706,2011-04-13,2011
706,2013-04-30,2013
707,2011-04-12,2011
707,2013-05-01,2013
708,2011-04-12,2011
708,2013-05-01,2013
709,2011-04-08,2011
709,2013-05-01,2013
709,2018-04-21,2018
709,2022-04-20,2022
709,2024-04-10,2024
710,2011-04-12,2011
710,2013-05-01,2013
710,2016-04-24,2016
710,2017-04-15,2017
710,2018-04-21,2018
710,2021-04-30,2021
710,2022-04-20,2022
710,2023-04-17,2023
710,2024-04-10,2024
711,2011-04-12,2011
711,2013-05-05,2013
712,2011-04-12,2011
713,2011-04-14,2011
713,2012-05-02,2012
713,2013-05-03,2013
713,2015-04-21,2015
713,2016-04-18,2016
713,2017-04-11,2017
713,2018-04-21,2018
713,2021-05-24,2021
713,2022-04-20,2022
713,2024-04-10,2024
715,2011-04-06,2011
715,2013-04-25,2013
716,2011-04-12,2011
716,2013-05-03,2013
717,2011-04-16,2011
717,2013-05-03,2013
718,2011-04-14,2011
718,2013-05-03,2013
719,2011-04-20,2011
719,2013-05-03,2013
720,2011-04-14,2011
720,2013-04-27,2013
720,2018-04-21,2018
720,2022-04-04,2022
720,2024-04-25,2024
721,2011-04-26,2011
721,2013-06-02,2013
722,2011-04-22,2011
722,2013-05-07,2013
723,2011-04-18,2011
723,2013-05-09,2013
724,2011-04-12,2011
724,2013-05-03,2013
724,2016-04-24,2016
724,2017-04-13,2017
724,2018-04-21,2018
724,2021-04-26,2021
724,2022-04-11,2022
724,2023-04-25,2023
724,2024-04-10,2024
725,2011-04-12,2011
725,2013-05-05,2013
725,2018-04-25,2018
725,2022-04-11,2022
725,2024-04-10,2024
726,2010-04-27,2010
726,2011-04-22,2011
727,2010-05-03,2010
727,2011-04-20,2011
727,2012-05-02,2012
727,2013-05-13,2013
727,2015-05-08,2015
727,2016-04-18,2016
727,2017-05-06,2017
727,2018-04-28,2018
727,2021-05-24,2021
727,2022-04-22,2022
727,2024-04-10,2024
728,2011-04-20,2011
729,2011-04-12,2011
729,2013-05-07,2013
729,2016-04-24,2016
729,2017-04-13,2017
729,2018-04-21,2018
729,2021-05-24,2021
729,2022-04-20,2022
729,2024-04-25,2024
730,2011-04-12,2011
730,2013-05-07,2013
730,2018-04-21,2018
730,2022-04-20,2022
730,2024-04-10,2024
731,2011-04-16,2011
731,2013-05-01,2013
732,2013-06-08,2013
733,2011-04-08,2011
733,2013-05-07,2013
734,2011-04-12,2011
734,2013-05-07,2013
735,2011-04-08,2011
735,2013-05-03,2013
735,2018-04-21,2018
735,2022-04-11,2022
735,2024-04-10,2024
736,2011-04-08,2011
736,2013-05-01,2013
736,2018-04-21,2018
736,2022-04-11,2022
736,2024-04-10,2024
737,2011-04-16,2011
737,2013-05-07,2013
738,2011-04-12,2011
738,2013-05-05,2013
739,2011-04-26,2011
740,2016-05-02,2016
740,2017-05-04,2017
740,2018-04-25,2018
740,2021-06-07,2021
740,2022-04-20,2022
740,2023-04-17,2023
740,2024-04-10,2024
741,2011-04-12,2011
741,2013-05-03,2013
742,2011-04-08,2011
742,2013-05-05,2013
743,2011-04-22,2011
743,2013-05-07,2013
743,2018-04-21,2018
743,2022-04-20,2022
743,2024-04-25,2024
744,2011-04-06,2011
744,2013-04-29,2013
744,2023-04-25,2023
744,2024-04-25,2024
745,2011-04-06,2011
745,2013-04-27,2013
746,2011-04-12,2011
746,2013-05-03,2013
746,2023-04-25,2023
746,2024-04-10,2024
747,2011-04-16,2011
747,2013-05-07,2013
747,2018-04-21,2018
747,2021-05-24,2021
747,2022-04-20,2022
747,2024-04-10,2024
748,2010-04-27,2010
748,2011-04-12,2011
748,2012-04-08,2012
748,2013-05-05,2013
748,2015-04-21,2015
748,2016-05-07,2016
748,2017-04-10,2017
748,2018-04-21,2018
748,2022-04-19,2022
748,2024-05-02,2024
749,2011-04-14,2011
749,2013-05-03,2013
749,2018-04-21,2018
749,2022-04-20,2022
750,2011-04-22,2011
750,2013-05-03,2013
751,2011-04-14,2011
752,2011-04-16,2011
752,2013-05-07,2013
753,2011-04-14,2011
753,2013-05-03,2013
754,2011-04-12,2011
754,2013-05-07,2013
754,2023-04-25,2023
755,2011-04-12,2011
755,2013-05-07,2013
755,2018-04-21,2018
755,2022-04-11,2022
755,2024-04-10,2024
756,2010-04-29,2010
756,2011-04-12,2011
756,2012-04-24,2012
756,2013-05-01,2013
756,2015-04-21,2015
756,2016-04-24,2016
756,2017-04-11,2017
756,2018-04-21,2018
758,2011-04-12,2011
759,2011-04-22,2011
759,2013-05-03,2013
760,2011-04-08,2011
760,2013-04-29,2013
761,2011-04-12,2011
761,2012-04-30,2012
761,2013-05-01,2013
761,2015-04-21,2015
761,2016-04-18,2016
761,2017-04-10,2017
761,2018-04-21,2018
761,2021-04-30,2021
761,2022-04-20,2022
761,2024-04-10,2024
762,2011-04-12,2011
762,2013-05-05,2013
762,2023-04-25,2023
762,2024-04-10,2024
763,2011-04-16,2011
763,2013-05-07,2013
764,2010-04-27,2010
764,2011-04-18,2011
764,2012-04-30,2012
764,2013-05-07,2013
764,2015-04-21,2015
764,2016-04-18,2016
764,2017-04-10,2017
764,2018-04-21,2018
764,2022-04-11,2022
764,2023-04-25,2023
765,2011-04-12,2011
765,2013-05-07,2013
766,2011-04-12,2011
766,2013-05-01,2013
767,2010-04-19,2010
767,2011-04-12,2011
767,2012-04-08,2012
767,2013-05-01,2013
767,2015-04-19,2015
767,2016-04-18,2016
767,2017-04-10,2017
767,2018-04-21,2018
767,2021-05-24,2021
767,2022-04-20,2022
767,2023-04-25,2023
767,2024-04-10,2024
768,2011-04-12,2011
768,2013-05-03,2013
769,2011-04-22,2011
769,2013-05-05,2013
770,2011-04-12,2011
770,2013-05-07,2013
770,2018-04-21,2018
770,2022-04-11,2022
770,2024-04-10,2024
771,2011-04-12,2011
771,2013-04-25,2013
772,2011-04-12,2011
772,2013-04-29,2013
773,2011-04-12,2011
773,2013-05-07,2013
773,2018-04-21,2018
773,2021-05-24,2021
773,2022-04-11,2022
773,2024-04-10,2024
774,2011-04-12,2011
774,2013-05-01,2013
774,2016-05-02,2016
774,2017-04-13,2017
774,2018-04-21,2018
774,2022-04-11,2022
774,2024-04-10,2024
775,2011-04-08,2011
775,2013-04-25,2013
775,2016-04-28,2016
775,2017-04-13,2017
775,2018-04-21,2018
775,2021-04-26,2021
775,2022-04-11,2022
775,2023-04-17,2023
775,2024-04-10,2024
776,2011-04-10,2011
776,2013-04-27,2013
777,2011-04-12,2011
777,2013-05-01,2013
777,2023-04-25,2023
778,2011-04-12,2011
778,2013-05-01,2013
778,2016-04-24,2016
778,2017-04-15,2017
778,2018-04-21,2018
778,2021-05-24,2021
778,2022-04-11,2022
778,2023-04-17,2023
778,2024-04-10,2024
779,2011-04-12,2011
779,2013-05-07,2013
779,2018-04-21,2018
779,2021-05-24,2021
779,2022-04-11,2022
779,2024-04-25,2024
780,2011-04-16,2011
780,2013-05-01,2013
780,2023-04-17,2023
781,2011-04-20,2011
782,2011-04-14,2011
782,2013-05-05,2013
783,2011-04-12,2011
783,2013-04-25,2013
783,2018-04-21,2018
783,2022-04-11,2022
784,2011-04-12,2011
784,2013-05-07,2013
786,2011-04-10,2011
786,2013-04-27,2013
787,2011-04-12,2011
787,2013-05-03,2013
787,2023-04-25,2023
788,2011-04-18,2011
788,2013-05-09,2013
789,2011-04-12,2011
789,2013-05-07,2013
789,2016-04-24,2016
789,2017-04-13,2017
789,2018-04-21,2018
789,2022-04-20,2022
789,2023-04-17,2023
789,2024-04-10,2024
790,2011-04-16,2011
790,2013-05-07,2013
790,2022-04-20,2022
790,2023-04-25,2023
790,2024-04-10,2024
791,2011-04-08,2011
791,2013-05-01,2013
791,2016-04-24,2016
791,2017-04-15,2017
791,2018-04-21,2018
791,2021-04-26,2021
791,2022-04-11,2022
791,2023-04-17,2023
792,2011-04-10,2011
792,2013-05-01,2013
792,2023-04-25,2023
794,2011-04-12,2011
794,2013-04-27,2013
795,2011-04-12,2011
795,2013-05-07,2013
795,2016-04-24,2016
795,2017-04-13,2017
795,2018-04-21,2018
795,2021-04-30,2021
795,2022-04-20,2022
795,2023-04-25,2023
795,2024-04-10,2024
796,2011-04-22,2011
796,2013-05-07,2013
797,2011-04-10,2011
797,2013-05-01,2013
798,2011-04-12,2011
798,2013-05-05,2013
799,2011-04-12,2011
799,2013-05-01,2013
799,2018-04-12,2018
799,2022-04-11,2022
799,2024-04-10,2024
800,2011-04-10,2011
800,2013-04-27,2013
801,2011-04-10,2011
801,2013-05-03,2013
801,2018-04-21,2018
801,2022-04-04,2022
802,2011-04-12,2011
802,2013-05-07,2013
803,2011-04-12,2011
803,2013-05-03,2013
804,2011-04-10,2011
804,2013-05-01,2013
804,2023-04-25,2023
804,2024-04-10,2024
805,2011-04-08,2011
805,2013-05-01,2013
806,2011-04-08,2011
806,2013-04-27,2013
806,2021-04-20,2021
806,2022-04-25,2022
806,2023-04-17,2023
807,2010-04-21,2010
807,2011-04-14,2011
807,2012-04-20,2012
807,2013-05-01,2013
807,2016-04-24,2016
807,2018-04-21,2018
807,2021-04-26,2021
807,2022-04-22,2022
807,2023-04-25,2023
807,2024-04-25,2024
808,2011-04-10,2011
808,2013-05-01,2013
809,2011-04-12,2011
809,2013-05-01,2013
809,2018-04-25,2018
809,2024-04-25,2024
810,2011-04-12,2011
810,2013-05-03,2013
810,2016-04-28,2016
810,2017-04-15,2017
810,2018-04-21,2018
810,2021-05-24,2021
810,2022-04-20,2022
810,2024-04-25,2024
811,2011-04-06,2011
811,2013-04-25,2013
811,2023-04-17,2023
812,2011-04-04,2011
812,2013-04-25,2013
812,2016-04-24,2016
812,2017-04-13,2017
812,2018-04-21,2018
812,2021-04-30,2021
812,2022-04-04,2022
812,2023-04-17,2023
813,2011-04-10,2011
813,2013-04-25,2013
813,2022-04-20,2022
815,2011-04-12,2011
815,2018-04-21,2018
815,2021-04-20,2021
815,2022-04-22,2022
815,2023-04-17,2023
817,2011-04-08,2011
817,2013-04-27,2013
819,2010-04-22,2010
819,2012-04-10,2012
819,2016-04-27,2016
819,2018-04-18,2018
819,2022-04-12,2022
819,2024-04-08,2024
820,2010-04-16,2010
820,2012-03-30,2012
821,2010-04-14,2010
821,2012-03-30,2012
821,2018-04-23,2018
821,2021-05-06,2021
822,2010-04-26,2010
822,2012-04-20,2012
823,2010-04-22,2010
823,2012-04-26,2012
823,2018-04-23,2018
824,2010-04-30,2010
824,2012-05-02,2012
825,2010-04-28,2010
825,2012-04-24,2012
826,2010-04-22,2010
826,2012-04-10,2012
827,2010-04-28,2010
827,2012-05-02,2012
827,2013-05-02,2013
827,2015-04-23,2015
827,2016-04-23,2016
827,2017-04-14,2017
827,2018-04-18,2018
827,2022-04-22,2022
827,2024-04-08,2024
828,2010-04-30,2010
828,2012-04-30,2012
828,2013-05-02,2013
828,2015-04-23,2015
828,2016-04-16,2016
828,2017-04-17,2017
828,2018-04-18,2018
828,2021-05-20,2021
828,2022-04-22,2022
828,2024-04-08,2024
829,2010-04-18,2010
829,2012-04-02,2012
829,2013-04-26,2013
829,2015-04-17,2015
829,2016-04-16,2016
829,2017-04-07,2017
829,2018-04-11,2018
829,2021-05-06,2021
829,2022-04-12,2022
829,2023-04-19,2023
829,2024-04-16,2024
830,2010-04-28,2010
830,2012-04-30,2012
830,2013-05-02,2013
830,2015-04-23,2015
830,2016-04-19,2016
830,2017-04-17,2017
830,2018-04-18,2018
830,2022-04-29,2022
830,2024-04-08,2024
831,2010-04-26,2010
831,2012-04-06,2012
832,2010-04-22,2010
832,2012-04-02,2012
832,2016-05-01,2016
832,2021-05-06,2021
832,2022-04-19,2022
832,2023-04-19,2023
832,2024-04-08,2024
833,2010-04-28,2010
833,2012-04-28,2012
833,2016-04-27,2016
833,2018-04-18,2018
833,2022-04-19,2022
833,2024-04-08,2024
834,2010-04-18,2010
834,2012-04-10,2012
835,2010-04-26,2010
835,2012-04-30,2012
836,2010-04-26,2010
836,2012-04-10,2012
837,2010-05-02,2010
837,2012-04-02,2012
837,2013-05-06,2013
837,2015-04-27,2015
837,2016-04-27,2016
837,2017-04-14,2017
837,2018-04-26,2018
837,2022-04-26,2022
837,2024-04-08,2024
838,2010-04-28,2010
838,2012-05-02,2012
839,2010-05-06,2010
839,2012-05-20,2012
839,2013-05-08,2013
839,2015-05-05,2015
839,2016-04-19,2016
839,2017-05-08,2017
839,2018-04-30,2018
840,2010-04-22,2010
840,2012-04-10,2012
841,2010-04-22,2010
841,2012-04-20,2012
842,2010-04-26,2010
842,2012-04-10,2012
842,2013-05-03,2013
842,2015-04-18,2015
842,2016-04-17,2016
842,2017-04-07,2017
842,2018-04-18,2018
842,2021-04-28,2021
842,2022-04-12,2022
842,2023-04-28,2023
842,2024-04-15,2024
843,2010-04-28,2010
843,2012-04-16,2012
843,2013-05-03,2013
843,2015-04-19,2015
843,2016-04-20,2016
843,2017-04-07,2017
843,2018-04-18,2018
843,2021-05-06,2021
843,2022-04-12,2022
843,2023-04-28,2023
843,2024-04-15,2024
844,2010-04-22,2010
844,2012-04-10,2012
844,2013-05-01,2013
844,2015-04-18,2015
844,2016-04-17,2016
844,2017-04-07,2017
844,2018-04-18,2018
844,2021-04-28,2021
844,2022-04-19,2022
844,2023-04-28,2023
844,2024-04-05,2024
845,2010-04-28,2010
845,2012-04-26,2012
845,2018-05-17,2018
845,2021-04-28,2021
846,2010-04-26,2010
846,2012-04-08,2012
847,2010-04-28,2010
847,2012-04-16,2012
848,2010-04-24,2010
848,2012-04-06,2012
849,2010-04-26,2010
849,2012-04-10,2012
850,2010-04-22,2010
850,2012-04-06,2012
851,2010-04-26,2010
851,2012-05-02,2012
851,2018-04-22,2018
852,2010-04-26,2010
852,2012-04-16,2012
853,2010-04-22,2010
853,2012-04-06,2012
854,2010-04-24,2010
854,2012-04-06,2012
854,2013-05-03,2013
854,2015-04-15,2015
854,2016-04-17,2016
854,2017-04-07,2017
854,2018-04-18,2018
854,2021-04-28,2021
854,2022-04-12,2022
854,2023-04-28,2023
854,2024-04-05,2024
855,2010-04-22,2010
855,2012-04-04,2012
856,2010-04-22,2010
856,2012-04-04,2012
856,2013-04-29,2013
856,2015-04-15,2015
856,2016-04-17,2016
856,2017-04-07,2017
856,2018-04-18,2018
856,2021-04-28,2021
856,2022-04-19,2022
856,2023-04-28,2023
856,2024-04-05,2024
857,2010-04-26,2010
857,2012-04-08,2012
857,2013-05-03,2013
857,2015-04-18,2015
857,2016-04-17,2016
857,2017-04-10,2017
857,2018-04-22,2018
857,2022-04-19,2022
858,2010-04-26,2010
858,2012-04-18,2012
858,2018-04-18,2018
858,2022-04-26,2022
858,2024-04-15,2024
859,2010-04-30,2010
859,2012-05-18,2012
860,2010-04-18,2010
860,2012-04-06,2012
860,2016-04-25,2016
860,2018-04-18,2018
860,2022-04-12,2022
860,2024-04-15,2024
861,2010-04-28,2010
861,2012-05-14,2012
861,2022-05-27,2022
862,2010-04-14,2010
862,2012-04-04,2012
863,2010-04-26,2010
863,2012-04-08,2012
863,2018-04-18,2018
864,2010-04-24,2010
864,2012-04-16,2012
865,2010-04-26,2010
865,2012-04-30,2012
866,2010-04-30,2010
867,2010-04-24,2010
867,2012-04-16,2012
868,2010-04-26,2010
868,2012-04-20,2012
869,2011-04-11,2011
869,2013-05-02,2013
869,2018-04-20,2018
869,2021-05-03,2021
869,2022-04-07,2022
869,2023-04-28,2023
869,2024-04-11,2024
870,2010-04-19,2010
870,2011-04-11,2011
870,2012-04-26,2012
870,2013-05-02,2013
870,2015-04-18,2015
870,2016-04-26,2016
870,2017-04-11,2017
870,2018-04-20,2018
870,2021-05-03,2021
870,2022-04-20,2022
870,2023-04-28,2023
870,2024-04-11,2024
871,2011-04-13,2011
871,2013-05-04,2013
872,2010-04-19,2010
872,2011-04-07,2011
872,2012-04-14,2012
872,2013-04-30,2013
872,2015-04-18,2015
872,2016-04-17,2016
872,2017-04-06,2017
872,2018-04-20,2018
872,2021-04-27,2021
872,2022-04-11,2022
872,2023-04-18,2023
872,2024-04-11,2024
873,2011-04-13,2011
873,2013-05-04,2013
874,2011-04-15,2011
874,2013-05-04,2013
875,2011-04-11,2011
875,2013-04-03,2013
876,2011-04-17,2011
877,2011-04-05,2011
877,2013-05-02,2013
878,2011-04-09,2011
878,2013-04-26,2013
879,2011-04-17,2011
879,2013-05-04,2013
880,2010-04-25,2010
880,2011-04-25,2011
880,2012-04-14,2012
880,2013-05-04,2013
880,2015-04-18,2015
880,2016-04-18,2016
880,2017-04-10,2017
880,2018-04-20,2018
880,2021-04-27,2021
880,2022-04-28,2022
880,2024-04-11,2024
881,2011-04-11,2011
881,2013-05-08,2013
882,2011-04-09,2011
882,2013-05-02,2013
882,2018-04-20,2018
882,2022-04-20,2022
882,2024-04-18,2024
883,2011-04-05,2011
883,2013-04-26,2013
884,2011-04-15,2011
884,2013-05-04,2013
885,2011-04-15,2011
885,2013-05-02,2013
886,2011-04-19,2011
886,2013-05-08,2013
887,2011-04-15,2011
887,2013-05-04,2013
887,2018-04-23,2018
887,2021-05-03,2021
887,2022-04-22,2022
887,2023-04-28,2023
887,2024-04-10,2024
888,2011-04-07,2011
888,2013-04-26,2013
889,2010-04-23,2010
889,2011-04-07,2011
889,2012-04-04,2012
889,2013-04-26,2013
889,2015-04-18,2015
