"TreeID","date","Year","Record","Air_Temp","Grass_Temp_Smp","Soil_Temp_2in","Soil_Temp_4in","Air_Temp_Max","Air_Temp_Min","Grass_Temp","Grass_Temp_Min","Rain_mm_Tot","Month","April_Days"
363,2015-04-23,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,22
363,2016-04-18,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,17
363,2017-04-23,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,22
363,2018-04-28,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,27
363,2021-06-09,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,69
363,2022-04-22,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,21
363,2024-04-08,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,7
364,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
364,2009-04-22,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
364,2010-04-25,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,24
364,2011-04-16,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,15
364,2012-04-26,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,25
364,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
364,2015-04-19,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,18
364,2016-04-18,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,17
364,2017-04-17,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,16
364,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
364,2021-05-06,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,35
364,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
364,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
365,2008-04-05,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
365,2011-04-06,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,5
365,2013-04-29,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,28
365,2023-04-14,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,13
366,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
366,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
366,2013-05-03,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,32
366,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
366,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
366,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
367,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
367,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
367,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
368,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
368,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
368,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
369,2008-04-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
369,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
369,2013-05-03,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,32
369,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
369,2022-04-08,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,7
370,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
370,2009-04-18,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
370,2010-04-21,2010,125.5,9.7,16.4,10,8.9,14.1,1.7,26.2,2.4,0.7,4,20
370,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
370,2012-04-20,2012,856.5,8.1,12.3,8.1,8.1,11.7,2.4,23.8,1.8,4,4,19
370,2013-05-03,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,32
370,2015-04-19,2015,2079.5,9.9,13.9,10.5,9.2,15.2,2.6,26.6,2.1,0.7,4,18
370,2016-04-25,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,24
370,2017-04-10,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,9
370,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
370,2021-05-06,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,35
370,2022-04-12,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,11
370,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
371,2008-05-07,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
371,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
371,2013-05-15,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,44
372,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
372,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
372,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
372,2023-04-26,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,25
372,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
373,2008-05-07,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
373,2011-04-20,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,19
373,2013-05-11,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,40
374,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
374,2011-04-14,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,13
374,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
374,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
375,2008-05-05,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
375,2011-04-14,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,13
375,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
376,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
376,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
376,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
376,2016-05-03,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,32
376,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
376,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
376,2021-05-06,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,35
376,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
376,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
378,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
379,2008-04-05,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
379,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
379,2013-04-29,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,28
379,2023-04-26,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,25
379,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
380,2008-04-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
380,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
380,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
380,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
380,2022-04-05,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,4
380,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
381,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
381,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
381,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
381,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
382,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
383,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
383,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
383,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
383,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
383,2022-04-05,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,4
383,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
384,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
385,2008-04-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
385,2011-04-06,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,5
385,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
386,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
386,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
386,2013-05-03,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,32
387,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
387,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
387,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
387,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
387,2022-04-05,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,4
387,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
388,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
388,2011-04-30,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,29
389,2008-04-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
389,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
389,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
389,2016-04-25,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,24
389,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
389,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
389,2021-04-28,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,27
389,2022-04-12,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,11
389,2023-04-26,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,25
389,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
390,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
390,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
390,2013-05-03,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,32
391,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
391,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
391,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
392,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
392,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
392,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
393,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
393,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
393,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
394,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
394,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
394,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
394,2023-04-26,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,25
394,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
395,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
395,2011-04-18,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,17
395,2013-05-07,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,36
396,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
396,2011-04-18,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,17
396,2013-05-07,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,36
396,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
397,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
397,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
397,2013-05-03,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,32
398,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
398,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
398,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
399,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
399,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
399,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
400,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
400,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
400,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
400,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
400,2022-04-12,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,11
401,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
401,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
401,2013-05-03,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,32
401,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
401,2022-04-12,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,11
401,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
402,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
402,2011-04-30,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,29
403,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
403,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
403,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
404,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
404,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
404,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
404,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
404,2022-04-12,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,11
404,2024-04-09,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,8
405,2008-04-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
405,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
405,2013-05-03,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,32
406,2008-04-23,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
406,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
406,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
407,2008-05-07,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
407,2011-04-20,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,19
407,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
408,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
408,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
408,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
409,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
409,2011-04-14,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,13
409,2013-05-07,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,36
410,2008-04-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
410,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
410,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
410,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
410,2021-04-28,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,27
410,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
410,2023-04-26,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,25
411,2008-05-07,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
411,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
412,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
414,2008-04-29,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
414,2011-04-20,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,19
415,2008-04-29,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
415,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
415,2013-05-07,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,36
416,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
416,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
416,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
417,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
417,2011-04-12,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,11
417,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
417,2018-04-21,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,20
417,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
417,2024-04-11,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,10
418,2008-04-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
418,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
418,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
418,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
418,2022-04-08,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,7
419,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
419,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
419,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
419,2023-04-26,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,25
419,2024-04-11,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,10
420,2008-04-27,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
420,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
420,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
420,2016-04-25,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,24
420,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
420,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
420,2021-05-06,2021,4271.5,6.7,6.7,6.7,7,13.3,0.1,14.4,4.5,0.4,4,35
420,2022-04-19,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,18
420,2023-04-26,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,25
420,2024-04-11,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,10
421,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
421,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
422,2008-04-25,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
422,2011-04-16,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,15
422,2013-05-05,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,34
423,2008-04-23,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
423,2011-04-08,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,7
423,2013-05-01,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,30
424,2008-04-21,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
424,2011-04-10,2011,490.5,12.4,14.7,11.9,11.3,18.1,4.8,23.9,7.5,0,4,9
424,2013-04-27,2013,1221.5,8,12.8,7.7,6.9,12.1,2.4,21.8,1.3,1.4,4,26
424,2016-04-25,2016,2445.5,8.7,14.3,9.5,7.9,12.4,2.5,22.5,2,1.4,4,24
424,2017-04-14,2017,2810.5,10,13.9,10.2,9.4,14.4,2.2,25.3,0,0.1,4,13
424,2018-04-17,2018,3175.5,11.3,12.9,9.8,9.4,15.1,6.7,19,6.6,2.9,4,16
424,2022-04-08,2022,4636.5,8.9,8.1,8.1,8.3,15.4,3.2,12.3,6.6,0.7,4,7
424,2023-04-26,2023,5000.5,8.8,11.4,8.7,8.6,13.3,2.9,18.2,6.4,2.9,4,25
424,2024-04-11,2024,5364.5,9.7,11.2,9.8,9.8,13.8,5.6,17.4,7.4,1.8,4,10
